Nombre,Citas,Correo,Afiliación,Temas de Interés
Dayana Leal,174,utm.edu.ec,Universidad Técnica de Manabí,"Diseño, … y caracterización de Materiales. Didáctica de …"
Diego Barba,174,estud.usfq.edu.ec,USFQ,Oncology
Felipe Espinoza,174,ug.edu.ec,profesor de diseno urbano,arquitectura y diseno urbano
Milton Fernando Rosero Duque,174,uce.edu.ec,Universidad Central del Ecuador,Actividad Física y Ciencias Afines
Lizeth Cuesta Luzuriaga,174,unl.edu.ec,Universidad Nacional de Loja,Economía
Kleber Orellana Suarez,174,unesum.edu.ec,Docente de la Universidad Estatal del Sur de Manabí,"Salud, Bioestadística, Metodología de la Investigación"
Mayra Bedoya Jara,174,uta.edu.ec,Profesor,"Finanzas empresariales, Presupuestos, Contabilidad"
Geovanny Zamora Zamora,174,ucacue.edu.ec,Universidad Católica de Cuenca,"Administración, Contabilidad"
Diego Andrade,174,ucacue.edu.ec,PhD Bioética. Universidad Católica de Cuenca,"Bioética, Farmacología, Nutrición"
GALO RAMIRO ACOSTA PALOMEQUE,173,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Administración, Economía, Finanzas"
Juan Peralta-Jaramillo (orcid:0000-0001-9812-2281),173,espol.edu.ec,Escuela Superior Politécnica del Litoral (04qenc566),"energia, sostenibilidad, ambiental, renovables"
Dennis Cazar Ramirez,173,usfq.edu.ec,Universidad San Francisco de Quito,"Cosmic Ray detection, Instrumentation Electronics, Astrophysics, HPC"
Dulce Milagro Rivero-Albarran,173,pucesi.edu.ec,Profesor del Departamento de computación de la Universidad de los Andes y profesor de la …,"Artificial intelligent, Automation, Software Engineering Information Systems, big data"
Yolanda Llosas ALbuerne,173,utm.edu.ec,"Profesora Titular, Universidad Técnica de Manabí","Inteligencia artificial, eficiencia energética y fuentes renovables de …, RIBIERSE-CYTED"
MARCO VINICIO CEVALLOS BRAVO,173,uce.edu.ec,"Profesor de Contabilidad de Costos, Universidad Central del Ecuador",Costos
pedro aviles,173,ug.edu.ec,"Docente Investigador , Universidad de Guayaquil, Universidad de Zulia","responsabilidad social, economia, administracion, area social"
SILVIA LUCIA LOPEZ ALVARADO,173,ucuenca.edu.ec,Universidad de Cuenca,"Psicología, Sexología"
BRIONES CAICEDO WILSON ROBERTO,173,utb.edu.ec,Universidad Técnica de Babahoyo,Administración
Ma. Dolores  Robles REG INV 22-058688,173,ug.edu.ec,Universidad de Guayaquil,"Enfermedades Infecciosas, Tropicales e infectocontagiosas"
Pedro Escudero-Villa,173,unach.edu.ec,"Professor, Universidad Nacional de Chimborazo",Biomedical Engineering
Christian Salamea Palacios,173,ups.edu.ec,Universidad Politécnica Salesiana,"Speech Technology, Language Identification, Machine Learning, Artificial Intelligence"
Juan Antonio Torres Rodriguez,173,uteq.edu.ec,,"Fitopatología, Biocontrol, Agricultura orgánica, Bioestimulantes"
Mgtr. Wilter Leonel Solórzano Álava (ORCID: 0000-0002-3146-0312),173,unesum.edu.ec,"Universidad Estatal del Sur de Manabí, Carrera de Educación.","NeuroEducation, Information technology, Technological innovation, Digital education"
Sebastián Ortega Peñafiel,173,ucacue.edu.ec,"Docente de Derecho, Universidad Católica de Cuenca.",Derecho
Bryan Puruncajas,173,espol.edu.ec,"Professor, Escuela Superior Politécnica del Litoral - ESPOL","Machine learning, SHM, CM, time series, SCADA data"
Edda Lorenzo - Bertheau,172,unach.edu.ec,Universidad Nacional de Chimborazo,"Psicología, Investigación"
Jose Francisco Taipe Yanez,172,uce.edu.ec,,
Paul Vasquez,172,epn.edu.ec,Escuela Politécnica Nacional,"Artificial Intelligence, Energy, Renewables, Optimization"
Glenda Vera-Mora,172,utb.edu.ec,"Docente de Informática, Universidad Técnica de Babahoyo","Tics, Gamification, Virtual Learning Environments, EVEA, Community of Inquiry (CoI)"
"Idelisa  Esther  Castro  Bermudez,",172,utm.edu.ec,Facultad de Filosofía Letras y Ciencias de la Educación. UTM,"Filosofia, Educacion Medica Superior, Bioética"
Elisa Sevilla,172,usfq.edu.ec,Universidad San Francisco de Quito,"history of science, circulation of knowledge, scientific expeditions, Darwinism, history of geology"
Víctor Marcelo Ramírez Terán,172,uisrael.edu.ec,Universidad Tecnológica Israel,"Ciencias Sociales, Educación, Metodología de la Investigación, Ética"
Xavier Sánchez Sánchez,172,espe.edu.ec,Profesor de la Universidad de las Fuerzas Armadas ESPE,"Materiales Avanzados, Mecánica del Sólido, Polímeros, Nanomateriales."
Lorena Vera Miranda http://orcid.org/0000-0003-4384-0379,172,ug.edu.ec,"Docente de Psicología, Universidad de Guayaquil",Psicología
SANDRA PATRICIA VELEZ REYES,172,itb.edu.ec,,software
SERGIO VICENTE GUEVARA PACHECO,172,ucuenca.edu.ec,"Profesor de Reumatología, Facultad de Ciencias Médicas, Universidad de Cuenca","Reumatología, Inmunología, Investigación clínica"
JULIO ENRIQUE MEDINA VERDUGO,172,unemi.edu.ec,universidad estatal de milagro,economia
Jaime Santos,172,uagraria.edu.ec,"Profesor, Unversidad Agraria del Ecuador","Parasitología, Biotecnología, Microbiología, Patología, Biología celular y molecular"
Pablo D. Arias,171,ucacue.edu.ec,Universidad Católica de Cuenca,"Sistemas eléctricos de potencia, expansión, energías renovables"
NANCY ELIZABETH UHSCA CUZCO,171,utb.edu.ec,Universidad Técnica de Babahoyo,Magister en Tributación y Finanzas
Amparito Cecilia León Saltos,171,uta.edu.ec,Universidad Técnica de Ambato,"Capital intelectual, Responsabilidad social, Administración"
Iván Realpe,171,upec.edu.ec,Profesor de transporte internacional,transporte de mercancías / Educación
José Patricio Muñoz Murillo,171,utm.edu.ec,"Profesor de: Gestión Ambiental e Investigación Científica, Universidad Técnica de Manabí",Agroindustrias
Alexandra Bermeo,171,uazuay.edu.ec,Universidad del Azuay-Universidad de Cuenca,"Information Technology, e-education, IoT"
Carlos Troya Altamirano,171,uniandes.edu.ec,Universidad Regional Autónoma de los Andes,"Medicina familiar, educación médica, antropología médica"
Méndez-Martínez Carlos-Fernando,171,ucacue.edu.ec,Docente de Física del Colegio Miguel Cordero desde el año 1996 hasta 2011. Docente de …,"física, construcción sostenible, matemática, cálculo"
Mario Enrique Haro Salazar (Orcid:0000-0001-5515-1365),171,tecnologicoargos.edu.ec,"Profesor de Ecommerce, Instituto Superior Tecnológico ARGOS","Digital methods, Platform studies, Metaverse, Entrepreneurship, Ecuador"
JORGE ARCE,171,ug.edu.ec,Estudiante de Maestría - UG,Estructuras
ROSA ELENA QUINTERO HERRERA,171,unemi.edu.ec,,Educación
Cristina Acuña,170,epn.edu.ec,Associate Professor Escuela Politécnica Nacional; Estudiante Doctoral Universidad del …,"Organizational Studies, Entrepreneurship, Alternative organizations, Buen Vivir"
Raul Salgado Espinoza,170,flacso.edu.ec,"Profesor investigador, Facultad Latinoamericana de Ciencias Sociales","Relaciones Internacionales, Política Exterior, Pensamiento Político, Diplomacia, Geopolítica"
César Cisneros Vaca,170,unach.edu.ec,"Universidad Nacional de Chimborazo, Facultad de Ingeniería","Forest Hydrology, Remote sensing, wildfires, GIS"
Priscila Hermida,170,puce.edu.ec,Pontificia Universidad Católica del Ecuador,"Human Capital, Labor Economics, Social Norms"
Yullio Cano de la Cruz,170,pucesd.edu.ec,"Profesor de Investigación Pontificia Universidad Católica del Ecuador, Sede Santo Domingo","Didáctica, investigación Educativa, formación laboral y preparación para el …, evaluación de"
Sandra Enriquez,170,uce.edu.ec,"Entomóloga, Instituto de Investigación en Zoonosis, Universidad Central del Ecuador","Taxonomía, Diversidad, Ecología"
JUAN DIEGO VALENZUELA COBOS,170,unemi.edu.ec,"Centro de Estudios Estadísticos, Universidad Estatal de Milagro",
Vivian Morera Córdova,170,yachaytech.edu.ec,Universidad de Investigación de Tecnología Experimental Yachay. Urcuquí. Imbabura …,"Bioquímica, Productos Naturales, Técnicas de Análisis de Biomoléculas"
Milton Gonzalo Ruiz Maldonado (ORCID:0000-0001-7478-7545),170,ups.edu.ec,Professor of Electrical Design - Universidad Politécnica Salesiana Ecuador - Electrical …,"Compressed Sensing, Fault Diagnosis, Distribution Systems, Power Systems, Smart Grids"
Jesús González-Laprea,170,puce.edu.ec,Pontificia Universidad Católica del Ecuador,"Física experimental, óptica, enseñanza"
Margarita Velín-Fárez,170,uide.edu.ec,Universidad Internacional del Ecuador,"Sistema de Pensiones, Política Pública, Economía empresarial, Mercado Laboral Informal, Desigualdad"
Horizontes de Enfermeria,170,upec.edu.ec,Revista de la Universidad Politécnica Estatal del Carchi,Ciencias de la salud
Miguel Flores,169,epn.edu.ec,Escuela Politécnica Nacional,"Statistical Learning, Machine Learning, Combinatorial Optimization"
Emerita Delgado-Plaza (orcid:0000-0003-1647-852X),169,espol.edu.ec,Escuela Superior Politecnica del Litoral  (04qenc566),"Sosteniblidad, energía, renovables, ambiente"
GEORGE CEDEÑO,169,utm.edu.ec,Facultad de Ingeniería Agronómica. Universidad Técnica de Manabí,"Producción Vegetal, Fisiología vegetal"
Paúl Arias-Medina,169,ucuenca.edu.ec,Universidad de Cuenca,"Economía, medición, corrupción"
Ana Barragan,169,espol.edu.ec,"ESPOL Polytechnic University, Escuela Superior Politécnica del Litoral, ESPOL, Centro de",
Rafael Ojeda Suarez,169,umet.edu.ec,Profesor Universidad Metropolitana de Ecuador,"Gestión del conocimiento, Desarrollo local, Gestión Empresarial, Educación Superior, Cultura Fisica y Deporte Ambie"
MARCOS SANCHEZ CALDERON,169,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Finanzas, Análisis de eficiencia, Crecimiento económico, Economía ambiental"
Lenin Alexander Novillo Diaz,169,umet.edu.ec,"Docente de Marketing, Universidad Metropolitana","Marketing, marketing de servicios, promociones, publicidad, branding"
Pablo Sebastián Padrón Martínez,169,uazuay.edu.ec,Universidad del Azuay,Entomology
Andres Santiago Martinez Leon,169,uea.edu.ec,Southwest State University,Mechatronics and Robotics
Ruth Maryury Delgado Olaya,169,umet.edu.ec,Universidad Metropolitana del Ecuador,"contabilidad, tributación, economía, administración, emprendimiento."
PhD. María Alejandrina Nivela Cornejo,169,ug.edu.ec,Docente Universitaria de pregrado y postgrado,educación informática
Jonathan-Fabrico  Guzmán-Chacón,169,est.ucacue.edu.ec,Ingeniero Civil,"Ingeniería Civil, Estructuras Sismorresistentes, Puentes, Hidráulica"
Freddy Gonzalo Carrión Suárez,169,puce.edu.ec,"Docente - Investigador, Facultad de Medicina, Pontificia Universidad Católica del Ecuador","Psiquiatría, Salud Mental Infanto-juvenil, Docencia Médica"
PAULINA GORDON,169,uta.edu.ec,Docente carrera de medicina,Docencia - Gestión
Aida Isabel Jaya Escobar,169,ueb.edu.ec,UNIVERSIDAD ESTATAL DE BOLIVAR,"CONTABILIDAD, ECONOMIA ADMINISTRACION"
YOEL RODRIGUEZ GUERRA,169,uea.edu.ec,UNIVERSIDAD ESTATAL AMAZÓNICA,
Carlos Teodoro Monsalve Artega (ORCID:0000-0002-9428-4360),168,fiec.espol.edu.ec,"Professor of Computer Science, Escuela Superior Politécnica del Litoral (ROR 04qenc566) …","Business Process Modeling, Software Engineering, Software Requirements Engineering"
Rómulo Salazar (ORCID: 0000-0002-0172-839X),168,espol.edu.ec,"Associate Professor, Escuela Superior Politécnica del Litoral (ROR 04qenc566). Ecuador","Food Packaging Interactions, Biopolymers, Food Quality and Safety."
Lenin Estuardo Cevallos Robalino (ORCID: 0000-0001-9970-5286),168,ups.edu.ec,NANOTECH - Universidad Politécnica Salesiana,"MCNP code, dosimetry, radiological protection, shielding simulations"
Christian Larenas Uría ORCID:0000-0001-8513-5745,168,ups.edu.ec,"Researcher of Life Sciences, Universidad Politécnica Salesiana, Quito- Ecuador","Conservation, Analytical Chemistry, Bioethanol, Thermodynamics."
Juan Pablo Bermeo Moyano,168,ups.edu.ec,"Proffesor of Electromagnetism,Universidad Politécnica Salesiana Ecuador","Electromagnetismo, Telecomunicaciones, Pares biomagnéticos, Biomedicina, inteligencia artificial"
"Ruben Castillejo Olan, PhD",168,ug.edu.ec,"Profesor de Psicomotricidad e Investigación, Universidad de Guayaquil","Educación Física, Entrenamiento Deportivo, Recreación, Formación del Profesional del Educador de …, Acreditación Univ"
Dolores María Rojas Toledo,168,utpl.edu.ec,Docente - Investigadora: Universidad Técnica Particular de Loja,"Working Capital, Financial Structure, Corporative Finance, SMEs"
Veronica Iñiguez-Gallardo,168,utpl.edu.ec,Universidad Técnica Particular de Loja,"Administración de recursos naturales, Ciencias sociales para la conservación"
Manuel Alvarez-Vera,168,ucacue.edu.ec,Carrera de Ingeniería Ambiental; Posgrado; Universidad Católica de Cuenca,"Organic solid waste, Beneficial Microorganisms, Composting"
YAROSLAVA ROBLES BYKBAEV,168,ups.edu.ec,"Profesora de Biohistología, Univesridad Politécnica Salesiana",Biomedicina
Marjorie Zambonino,168,yachaytech.edu.ec,Yachay Tech University,"Nanomedicine, Nanobiotechnology, Biomedical Sciences, Biomaterials, Public Health"
Gabriela Montesdeoca Calderón,168,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,Marketing- Administración-
Pablo Farfán Pacheco,167,ups.edu.ec,"Profesor de Pedagogía, Universidad Politécnica Salesiana","educación, virtualidad, entornos virtuales"
Ludwig Roberto Álvarez Córdova,167,cu.ucsg.edu.ec,"Profesor universitario, Universidad Católica de Santiago de Guayaquil","Nutrición, sarcopenia, composición corporal."
Onay Mercader-Camejo,167,uees.edu.ec,Universidad Espíritu Santo,"Food Science, nutrition, antioxidant capacity, bioanalitic chemistry"
Daniel Barragán,167,uhemisferios.edu.ec,Universidad Hemisferios,"responsabilidad social, democracia, gobernanza ambiental, transparencia, sociedad civil"
Luis orlando Albarracín Zambrano,167,uniandes.edu.ec,"Docente Investigador, Universidad Regional Autónoma de los Andes, Sede Quevedo","Ciencias Informáticas, Ciencias de la Computación, Ciencias Pedagógicas, Investigación Científica"
MANUEL ISRAEL CARRANZA TERRERO,167,unemi.edu.ec,Universidad Estatal de Milagro,Industrial
José Alexander Moreira Cedeño,167,pucem.edu.ec,"Pontificia Universidad Católica del Ecuador, sede Manabí","Educación, Investigación, Diseño instruccional, Literatura, Arte"
Christian Vicente Tamayo Ortiz,167,uce.edu.ec,"docente, Universidad Central del Ecuador","Sistemas de producción, agroecología, agricultura sustentable, gestión integral del riego y de los recursos …"
Elizabeth Peña,167,espol.edu.ec,"FICT, Escuela Superior Politécnica del Litoral (ROR04qenc566). Ecuador","Mineralogía, Procesos Minerales"
Sofia Valle,167,pucesa.edu.ec,Pontificia Universidad Católica del Ecuador sede Ambato. Escuela de Psicología,Psicología
EDGAR MARCELO ORBEA JIMENEZ,167,utc.edu.ec,UNIVERSIDAD TECNICA DE COTOPAXI,PEDAGOGÍA
Yajaira Stefania Pinzón Becerra,167,unl.edu.ec,Universidad Nacional de Loja,"Environmental economics, Economic development, Innovation and technology"
Diego Vimos,166,ucuenca.edu.ec,"Universidad de Cuenca, Universidad San Francisco de Quito, Universidad Politecnica de …","Aquatic ecology, macroinvertebrate, biomonitoring, limnology, benthic ecology"
"Andrés Ricardo Izquierdo Romero, Ph.D.",166,espe.edu.ec,"(ORCID 0000-0001-9877-8846) Profesor Titular Agregado, Universidad de las Fuerzas …","CENCINAT, Biotecnología Ambiental, Microbiología Ambiental, Biología Molecular, Nanotecnología"
CARLOS GEOVANNY ALBAN YANEZ,166,espe.edu.ec,"Profesor de Turismo, Universidad de las Fuerzas Armadas","Turismo, Ambiental, Proyectos Turísticos, Agroturismo, Cultural"
Jhonny Pincay,166,puce.edu.ec,"Pontificia Universidad Católica del Ecuador, University of Fribourg, Escuela Superior …","smart cities, granular computing, soft computing, fuzzy logic, software engineering"
wilson gustavo chango sailema,166,pucese.edu.ec,ESPOCH,TICS
Fernando Neptalí Terán Guerrero,166,istvicenteleon.edu.ec,Instituto Superior Tecnológico Vicente León,"finanzas, administración, informática"
Maluk Omar A,166,uees.edu.ec,"Facultad de Emprendimiento, Negocios y Economía. Universidad Espíritu Santo, Ecuador …",EMPRENDIMIENTO e INNOVACIÓN
CAÑARTE RODRIGUEZ TANIA CECIBEL,166,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabi,"TECNOLOGIA, REDES SOCIALES, CIBERBULLING"
adriana yaguachi,166,cu.ucsg.edu.ec,Universidad Católica de Santiago de Guayaquil,"salud pública, nutrición clínica"
Carlos Uribe-Terán,166,usfq.edu.ec,"Profesor de Economía, Universidad San Francisco de Quito","Macroeconomía cuantitativa, dinámicas de desigualdad"
WASHINGTON FERNANDO MALIZA MUÑOZ,166,utb.edu.ec,PhD (p) Matemática y Estadística Aplicada. Universidad Nacional de Tumbes,"EDUCACIÓN, CIENCIA, TECNOLOGÍA, POLÍTICA, TEOLOGÍA"
Jhojana Vintimilla Molina,166,ucacue.edu.ec,,Salud
olga alonzo,166,uniandes.edu.ec,profesor de enfermería. Universidad Regional Autónoma  de los Andes,alimentaciòn por ciclos de vida. nutriciòn y …
Sonia Rosete Blandariz,166,unesum.edu.ec,"Profesor Titular Principal, Carrera de Turismo, Universidad Estatal del Sur de Manabí","Diversidad Biológica, Ecología, Sistemática, Manejo de Bosques, Etnobotánica"
Noelia Barriga-Medina,166,usfq.edu.ec,Universidad San Francisco de Quito USFQ,"Fitopatología, Interacciones Planta Microbio, Control Biológico"
Hever Sanchez Martinez,166,unl.edu.ec,UNIVERSIDAD NACIONAL DE LOJA,COMUNICACIÓN. MEDIO AMBIENTE
José Bladimir Guarnizo Delgado,166,ueb.edu.ec,"Profesor de Comunicación y Periodismo, Universidad Estatal de Bolívar","Comunicación, proyectos sociales"
PhD. ANGEL FRANCISCO ESQUIVEL,166,utc.edu.ec,Economics Doctor Technical University of Cotopaxi,"Economía, Administración, Gestión, Investigación"
XIMENA GUILLIN LLANOS,166,uteq.edu.ec,"Profesor de contabilidad, Universidad Técnica Estatal de Quevedo","Contabilidad, Finanzas, Rol de la mujer en cargos directivos, gobierno corporativo"
Carlos Poveda Loor,166,cu.ucsg.edu.ec,Universidad Católica de Santiago de Guayaquil,Nutrición
Esperanza Palencia,166,pucese.edu.ec,PUCESE,Salud y Derecho
Jenifer Huiñan,166,ueb.edu.ec,Universidad Estatal de Bolivar,Enfermeria
David Carpio,166,ucuenca.edu.ec,"Profesor de la Escuela de Medicina, Universidad de Cuenca","Cuidados Intensivos, Shock, Perfusión, Interacción cardiopulmonar, SDRA"
Alex David Valenzuela Santillan (ORCID: 0000-0001-6980-6991),165,utc.edu.ec,Universidad Técnica de Cotopaxi,"Electrical Machines, Power Distribution Systems, Power Systems, Power System Protection, Power"
Jorge MAZA-CORDOVA,165,utmachala.edu.ec,Universidad Técnica de Machala,"Diseño interactivo, multimedia, usabilidad, información digital"
Arnaldo Efrén Mendoza Tarabó,165,upse.edu.ec,"Docente de Turismo, Universidad Estatal Península de Santa Elena","Turismo, ecoturismo, artesanías autóctonas, sostenibilidad"
Carlos Alfredo Salas Macías,165,utm.edu.ec,Departamento de Ciencias Agronómicas. Facultad de Ingeniería Agronómica. Universidad …,"Bosque seco, sistemas de producción sostenible"
Diego Tapia Núñez,165,unemi.edu.ec,Universidad Estatal de Milagro,"Marketing, Publicidad, Consumidor, Mercado, Comunicación"
Dra. Arelys Álvarez González,165,itslibertad.edu.ec,Profesora e Investigadora,"Didáctica, Educación"
EDUARDO DAVID CASTRO NAVARRO,165,unemi.edu.ec,estudiante,
Sonia Magali Arteaga Sarmiento,165,uazuay.edu.ec,Universidad del Azuay,"educación, enseñanza de ingl{es"
Maribel Rosero-Rosero (https://orcid.org/0000-0001-8140-6739),165,utn.edu.ec,Docente Universidad Técnica del Norte,"Emprendimiento, Prevención de lavado de activos"
Yuri Merizalde,165,ug.edu.ec,Facultad de Ingeniería Química. Universidad de Guayaquil,Mantenimiento de máquinas eléctricas
GERMANIA VIVANCO,165,umet.edu.ec,DOCENTE UNIVERSITARIA,"CIVIL. CONSTITUCIONAL, LABORAL Y ADMINISTRATIVO"
boris barzallo,165,ups.edu.ec,Universidad Politécnica Salesiana,ingenieria
Santiago Cabrera Hanna,165,uasb.edu.ec,"Universidad Andina Simón Bolívar, Sede Ecuador","Historia latinoamericana, Historia del Ecuador, Historia de Colombia, patrimonio cultural, religiosidad popular"
LILIANA ENCALADA VERDUGO,165,ucacue.edu.ec,Docente Universidad Católica de Cuenca,Calidad de Vida en salud Bucal
María Leyva Montero,165,espoch.edu.ec,Escuela Superior Politécnica de Chimborazo,Ciencias Médicas
Holger Cevallos-Valdiviezo,165,espol.edu.ec,Escuela Superior Politécnica del Litoral (ESPOL),Estadística
PATRICIO LOZANO,165,espoch.edu.ec,"Profesor, Escuela Superior Politécnica de Chimborazo","áreas protegidas, ecosistemas acuáticos, biodiversidad, turismo sostenible"
Liliana Brunes,165,unemi.edu.ec,UNIVERSIDAD UNEMI,relatividad general
HEIDY  MALAGON,165,unemi.edu.ec,Estudiante UNEMI,"Literatura infantil, Juegos simbolicos, Lenguaje no verbal"
Cati Mier,164,utpl.edu.ec,Docente Investigadora Universidad Técnica Particular de Loja - UTPL / Revista Comunicar,"Tv pública, Educomunicación, Comunicación y Cultura de Paz, Tratamiento informativo"
CARLOS GABRIEL ROMERO GALLARDO,164,espe.edu.ec,Docente DEEE-ESPE,Redes TCP-IP Telecomunicaciones …
Viviana Chiluisa Utreras (ORCID:0000-0001- 8647-1791),164,ups.edu.ec,"Professor of Biotechnology, Molecular Biology, Ecology - Universidad Politécnica Salesiana …","Molecular biology, Biotechnology, Inmunology"
Ivonne Vaca Suquillo (ORCID: 0000-0002-4565-6623),164,ups.edu.ec,Professor of Agricultural Biotechnology - Universidad Politécnica Salesiana Ecuador …,"Tissue culture, Biotechnology, Andean crops, micropropagation"
Diego F. Narváez,164,epn.edu.ec,"Departamento de Geología, Escuela Politécnica Nacional, Quito","Petrología, geoquímica"
Ing. Christian Ruperto Caicedo Plúa Ph.D,164,unesum.edu.ec,Universidad Estatal del Sur de Manabí / Ecuador - Universidad Pontificia Bolivariana …,"Ciudades Inteligentes, Data Scientist, Tic, Multivariate analysis, Ingenieria del Software"
Enrique Ruiz-Reyes (ORCID: 0000-0002-6980-1581),164,utm.edu.ec,Universidad Técnica de Manabí,"Phytochemical study, green chemistry"
Javier López Castro,164,uta.edu.ec,Universidad Técnica de Ambato,"Salud mental, consumo de sustancias, tratamientos psicológicos"
Marco Antonio Checa Cabrera,164,ist17dejulio.edu.ec,"Docente de Desarrollo de Software, Instituto Superior Tecnológico 17 de Julio",Sistemas / Software
Pablo Barbecho Bautista,164,ucuenca.edu.ec,Universidad de Cuenca,"C-V2X, Federated Learning, Smart Cities"
Jorge L. Santamaria,164,uce.edu.ec,Central University of Ecuador,"construction materials, concrete, design of experiments, fuzzy logic"
Pamilys Milagros Moreno Arvelo,164,uniandes.edu.ec,Docente Universitaria,"Ciencias jurídicas, ciencias Políticas, Ciencias sociales, Ciencias de la educación"
VICENTE EDUARDO MENDEZ ROJAS,164,ucuenca.edu.ec,"Universidad de Cuenca, Ecuador","Finanzas, Tributación, Contabilidad de Gestión"
Francel López,164,uleam.edu.ec,Docente Universidad Laica Eloy Alfaro de Manabí,Agroecología
Yajaira Elizabeth Pluas Pai,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administración, Marketing, Contabilidad"
Lisseth Tatiana De La Cruz Morocho,164,utelvt.edu.ec,Universidad Tecnica Luis Vargas Torres de Esmeraldas,"Literatura, Contabilidad, Administracion"
JOSE MAYORGA BAQUE,164,utelvt.edu.ec,Universidad Tecnica Luis Vargas Torres de Esmeraldas,"Contabilidad, Administración, Estadística, Marketing, Ética"
Guido Dylan Bosquez Suarez,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administración, Contabilidad, Tecnología."
ALISON CRISTINA MENENDEZ VELEZ,164,utelvt.edu.ec,Universidad Tecnica Luis Vargas Torres de Esmeraldas,"Contabilidad, Administracion, Marketing"
Angel Yeshy Escarabay Cadena,164,utelvt.edu.ec,Universidad Técinca Luis Vargas Torres de Esmeraldas,"Administración, contabilidad, marketing"
Josselyn Patricia Morocho Vargas,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administración, Contabilidad, Marketing, Recursos Humanos"
Jefferson Alfonso Caisaluisa Guasgua,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres,"Administración, Finanzas, Marketing"
Tania Paulina Llumitasig Llumitasig,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Contabilidad, Administración, Marketing"
Sandy Carolina Zorrilla Rivera,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Contabilidad, Administración, Marketing"
Solange Karellys Zambrano Hidalgo,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Contabilidad, Administración, Marketing"
Karen Ximena Zambrano Loor,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administración, Contabilidad, Marketing"
Víctor Daniel Velasco García,164,utelvt.edu.ec,Universidad Técnica Luis VargasTorres,"administración, marketing, empresas"
Estefanía Nicole Martínez Mora,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administración, Marketing, Empresas"
Shirley Angelica Gavilanes Bone,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administración, Marketing, Empresas"
Isaac Fernando Campoverde Bastidas,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administración, Marketing, Empresas"
Juan Carlos Agualongo Yazuma,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Empresas, Administración, Marketing"
Miguel Angel Zambrano Zambrano,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Contabilidad, Administracion, Marketing"
Damarys Nicole Zambrano Ramirez,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres,"Administración, Marketing, Empresas"
Jessica  Tatiana Encarnación Rojas,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"contabilidad, marketing, administracion"
Angie Odalis Cortez Eslao,164,utelvt.edu.ec,Estudiante de Administracion de Empresas en la Universidad Tecnica Luis Vargas Torres,Administracion de Empresas
Marjorie Daniela Rosero Centeno,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres,"Administración, Marketing"
Kerly Melissa Garcia Castañeda,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administración, Marketing, Empresas"
MARJORIE QUISHPE ANALUISA,164,utelvt.edu.ec,Universidad Tecnica Luis Vargas Torres,"Administración, Marketing, Empresas"
María Fernanda Cedillo Vistín,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres,"Administración, Marketing, Empresa"
Marisol Natali Jumbo Martínez,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administración, Marketing, Empresas"
Nathaly Lisseth Delgado Quiñonez,164,utelvt.edu.ec,Universidad Técnica Educativa Luis Vargas Torres,"Administración, markerting y empresa"
Jeniffer Lissette Moreira Mera,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administración, Comercio, Marketing, Contabilidad"
Karen Vanessa Montenegro Bodero,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administración, Marketing, Empresas"
Ingrid Paola Salvador Marzano,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Administracion de empresas, Empresas, Marketing"
Darwin Jonathan Menéndez Márquez,164,utelvt.edu.ec,"Universidad Técnica ""Luis Vargas Torres"" de Esmeraldas","Administración, Empresas, marketing"
