Nombre,Citas,Correo,Afiliación,Temas de Interés
Angel Eladio Caballero Torres,1477,utm.edu.ec,Profesor Principal Titular de Universidad Técnica de Manabi,Higiene Alimentación Saludable Salud …
"Wilmer Carvache-Franco, Ph.D.",1474,espol.edu.ec,Escuela Superior Politécnica del Litoral,"Tourism, Marketing"
Carlos Barros Bastidas,1472,ug.edu.ec,"Universidad de Guayaquil, Facultad de Filosofía, Letras y Ciencias de la Educación","Formación docente, training teacher, research, investigación"
Rafael Soria,1469,usfq.edu.ec,"Department of Mechanical Engineering, Universidad San Francisco de Quito (USFQ), Diego …","Integrated Assessment, Energy Planning, Mitigation of Climate Change, Renewable Energy, Concentrated Solar Power"
Roxana Elizabeth Parrales Rosero,1461,utm.edu.ec,English Teacher,Foreign Language Education
Katherine Chiluiza García (ORCID: 0000-0001-5992-6236),1459,espol.edu.ec,Professor of Computer Science Escuela Superior Politécnica del Litoral (ROR 04qenc566) …,"Human centered computing, Educational technology, Learning Analytics"
Miguel Naranjo-Toro https://orcid.org/0000-0001-6521-1405,1455,utn.edu.ec,Universidad Técnica del Norte,"Educación, Cultura y Patrimonio, TIC, Sustentabilidad y Turismo, Salud y deporte"
Daniel Rodríguez-Pinto,1455,utpl.edu.ec,Universidad Técnica Particular de Loja,Inmunología
John Pesantes,1447,unemi.edu.ec,Universidad Estatal de Milagro,Industrial
María  Luisa Segarra Jumbo,1442,ucacue.edu.ec,"Auxiliar de Secretaría, Universidad Católica de Cuenca","Informática, Programación, Redes"
Thomas Cadenbach,1442,usfq.edu.ec,Universidad San Francisco de Quito,"Chemistry, Material Science"
Ricardo Barcia,1440,dn.uleam.edu.ec,,
Hortensia Rodriguez Cabrera,1438,yachaytech.edu.ec,"Professor/Researcher. School of Chemistry, Yachay Tech University. Ecuador",A broad range of topics in synthetic …
JOHANNA ELIZABETH VILLAFUERTE,1436,espoch.edu.ec,ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO,"salud, docencia"
Francisco Benitez-Capistros,1433,uce.edu.ec,"Central University of Ecuador (UCE), Faculty of Agricultural Sciences","Conservation biology, ecology, human ecology, decision analysis, sustainability"
VICENTE CORDOVA,1432,utc.edu.ec,"Professor of Sustainability, Technical University of Cotopaxi","Sustainability, Anthropocene, Symbiocene, Solidarity Economy, Sustainable Energy Systems"
Ulises Mestre Gómez,1431,utm.edu.ec,"Universidad Técnica de Manabí, Ecuador. Facultad de Ciencias de la Educación.","educación, pedagogía, aplicación pedagógica de las TICs"
Maria de Lourdes Torres,1419,usfq.edu.ec,Universidad San Francisco de Quito,"Molecular Biology, biotechnology, In vitro culture of plants"
Joseph Paez Chavez (ORCID:0000-0002-7322-9856),1418,espol.edu.ec,"Escuela Superior Politécnica del Litoral (ROR 04qenc566), Ecuador",
Jonathan Liria Salazar,1417,ikiam.edu.ec,Universidad Regional Amzónica Ikiam,"Cladistics, biogeography, Culicidae, geometric morphometrics, insect vectors"
F. Javier Torres / orcid.org/0000-0001-7241-3582,1417,usfq.edu.ec,"Grupo de Química Computacional y Teórica (QCT-USFQ), Departamento de Ingeniería …","Theoretical chemistry, Computational chemistry, Materials science, Electron localization, Reactivity"
Jacinto Israel Mendoza Garcia,1414,utm.edu.ec,,
Lázaro Lima Cazorla,1410,utelvt.edu.ec,UTELVT,"Heavy Metals, Organic Pollutants, Analytical Chemistry, Antibiotic Resistance"
Klever Sáenz Flor,1404,uce.edu.ec,"Docente Universidad Central del Ecuador, CMO - QMM Synlab Ecuador","Patología Clínica, Medicina de Laboratorio, Gestión de Calidad, Nutrición, Bioestadistica"
Jorge Gabriel Marcos Pino (ORCID:0000-0002-9428-4360),1400,espol.edu.ec,"professor of archeology, Escuela Superior Politécnica del Litoral (ROR 04qenc566) …","Archeology, Anthropology, Landscape, Pre Columbian long distance trade, archaeobotany"
"Sandra Sanchez-Gordon, Ph.D. (https://orcid.org/0000-0002-2940-7010)",1397,epn.edu.ec,Escuela Politécnica Nacional del Ecuador,"Software Engineering, HCI, Usability, Accessibility, MOOCs"
Ciaddy Gina Rodríguez-Borges,1397,utm.edu.ec,Universidad Técnica de Manabí,"Producción Industrial, Energía, Educación en Ingeniería, Gerencia Organizacional, RIBIERSE-CYTED"
Santiago Casado,1391,uta.edu.ec,"Researcher, Ambato's Technical University, Ecuador","Nanoscience, nanotechnology, Atomic Force Microscopy"
Dario Niebieskikwiat,1390,usfq.edu.ec,Universidad San Francisco de Quito,"Nanomaterials, Condensed Matter, Magnetic Materials"
JUAN CARLOS GARCIA,1389,ug.edu.ec,Universidad de Guayaquil,"Big Data, Machine Learning, Social Computing"
Felipe Jimenez,1386,udet.edu.ec,,Turismo
Ramon Eduardo Jaimez Arellano,1379,utm.edu.ec,Universidad Tecnica de Manabi. Ecuador,Fisiología plantas. Ecofisiologia de cultivos
Filipe Miguel Areias,1379,yachaytech.edu.ec,"Profesor de Química, Universidad de Yachay","Química Analítica, Química Orgánica, Química Medicinal, Bioquímica, Farmacología"
Ana Armas-Vega,1374,profesores.uhemisferios.edu.ec,Universidad Hemisferios,odontologia
Ana Lucia Moncayo Benalcazar,1373,puce.edu.ec,"Facultad de Ciencias Exactas y Naturales, Pontificia Universidad Católica del Ecuador","Epidemiology of infectious diseases, Public Health"
Rebekka Gerstner,1371,pucesd.edu.ec,"Pontificia Universidad Católica del Ecuador, Sede Santo Domingo","suicidio, salud pública"
Jorge G Figueroa,1370,utpl.edu.ec,Universidad Técnica Particular de Loja,"Functional foods, Bioactive compounds, Phenolic compounds, Volatile compounds"
Manuel  Ricardo Velázquez,1363,uniandes.edu.ec,"Docente investigador, Universidad Regional Autónoma de los Andes, Ecuador","pedagogía, educación, metodología de la investigación, investigación formativa, competencias"
Selene Escobar-Ramírez,1358,usfq.edu.ec,Universidad San Francisco de Quito -USFQ-,"Agroecology, Biocontrol, Coffee, Ants"
Espinoza-Montero Patricio Javier,1358,puce.edu.ec,"Pontificia Universidad Católica del Ecuador, Escuela de Ciencias Químicas","Photoelectrochemistry, Advanced Oxidation Processes, Biosensors, Wastewater Treatment"
JAIME  FABIÁN VERA CHANG,1357,uteq.edu.ec,Universidad Técnica Estatal de Quevedo,Cacao  Calidad    Residuos  Estadística
ANDREA STEFANIA NARANJO CASTRO,1357,unemi.edu.ec,"profesor de investigación ,universidad estatal de milagro",investigacion
Dorys Chirinos,1350,utm.edu.ec,Universidad Técnica de Manabí,"Entomology, Virology, Agroecology, Biological Control"
Teresa Guarda,1349,upse.edu.ec,UPSE,"Business Intelligence, Marketing Intelligence, Pervasive Systems, Participatory Sensing, Pervasive Healthcare Systems"
Patricia Acosta-Vargas,1347,udla.edu.ec,Universidad de Las Américas -- Ph.D. in Computer Science-- SI2 Lab UDLA-- ♡I love to …,"Human-computer interaction, Innovation, Artificial intelligence, Telemedicine"
Raquel Ayala-Carabajo (ORCID: 0000-0002-5173-099X),1345,ups.edu.ec,Universidad Politécnica Salesiana,"Phenomenology, Qualitative Research, Educational Theory, Educational innovation"
Fernando Morante-Carballo,1345,espol.edu.ec,Escuela Superior Politécnica del Litoral (ROR 04qenc566). Ecuador,"Geology, Geotourism, Geotechnics, Natural zeolites, Mining"
María-José Endara,1343,udla.edu.ec,Universidad de las Americas,"ECOLOGY, EVOLUTION, BOTANY, PLANT-INSECT INTERACTIONS"
Luis Domínguez-Granda (ORCID 0000-0001-6527-4828),1338,espol.edu.ec,"Centro del Agua y Desarrollo Sustentable, Escuela Superior Politécnica del Litoral (ROR …","Applied Ecology, Sustainable Water Resources Management, Nature Based Solutions, Wastewater Based Epidemiology"
António Machado,1338,usfq.edu.ec,Professor of Microbiology,Biofilms
Jazzmín Arrivillaga-Henríquez PhD,1337,uce.edu.ec,Universidad Central del Ecuador. Instituto de investigación en Zoonosis (CIZ),"Medical Entomology, Molecular Ecology, Ecoepidemiology, Public Health/Environmental-Tourism"
Alejandro Pérez Paz,1333,yachaytech.edu.ec,United Arab Emirates University (UAEU) - Chemistry Department,"Molecular dynamics, electronic structure, path integrals, catalysis, statistical mechanics"
Eli Gusmán M,1333,utpl.edu.ec,Universidad Técnica Particular de Loja,"Functional ecology, Traits, Seed, Dry Forest"
Zulbey Rivero,1332,utm.edu.ec,Profesor de Parasitología Universidad técnica de Manabí,"Parasitología, Epidemiología de los Parásitos, Biología Molecular en Parasitología, Técnicas de laboratorio en Parasitolog"
Cristian Vallejo,1331,epn.edu.ec,Escuela Politécnica Nacional,Geology
Edgar Patricio Guerrero Arias,1329,ups.edu.ec,Professor of  Education - Universidad Politécnica Salesiana Ecuador - Anthropology,"Education, Anthropology"
DIEGO GUSTAVO ARCOS AVILES,1320,espe.edu.ec,Full-time professor at Universidad de las Fuerzas Armadas ESPE,"Energy Management, Microgrids, Power Electronics, Renewable Generation, Smart Grids"
GÉNESIS  PACHECO,1316,unemi.edu.ec,Estudiantes  UNEMI,"Literatura infantil, juego simbólico, lenguaje no verbal"
Jose Cardenas,1310,est.ucacue.edu.ec,ESTUDIANTE,ADMINISTRACION
Stella de la Torre,1309,usfq.edu.ec,Universidad San Francisco de Quito,"Ecología, comportamiento, evolución"
Dayi Sanchez,1306,fcjse.utb.edu.ec,,
RAUL FERNANDO VAZQUEZ ZAMBRANO,1306,ucuenca.edu.ec,"Principal Researcher, Research Vice-Rectorate, University of Cuenca, Ecuador","Water Resources, Civil Engineering, GIS, Numerical modelling, hydrogeology"
Santiago Ballaz,1302,yachaytech.edu.ec,Yachay Tech University,Neuroscience and Pharmacology
Catalina Quintana,1299,puce.edu.ec,"Professor of Botany, Universidad Católica del Ecuador","Species composition, plant ecology, dry ecosystems"
Jose Manuel Saiz-Alvarez (ORCID: 0000-0001-6435-9600),1298,cu.ucsg.edu.ec,Universidad Católica de Santiago de Guayaquil (Ecuador),"Female Entrepreneurship, Emprendimiento Femenino, Emprendimiento Social, Solidarity, Solidaridad"
Xavier Ordenana,1297,espol.edu.ec,"ESPAE Graduate School of Management, Escuela Superior Politécnica del Litoral","Economics, International Business, International Finance, Economic Development, Entrepreneurship"
Irene Trelles,1297,cu.ucsg.edu.ec,Universidad Católica de Santiago de Guayaquil,"Comunicación, interculturalidad, empredimiento, epistemología, metodología"
Juan C. Zevallos,1291,uees.edu.ec,"Dean, Health Sciences Faculty, Universidad Espíritu Santo",cardiology
Clara Paz,1290,udla.edu.ec,Universidad de Las Américas,"psicoterapia, psychotherapy, cognitive therapy, personal constructs theory, personal constructs psycotherapy"
Mark Thurner,1283,flacso.edu.ec,FLACSO,"Latin America, History, Anthropology, Museums, Decolonization"
Segundo Camino-Mogro,1281,uees.edu.ec,Universidad Complutense & ESAI Business School - Universidad Espiritu Santo,"Productivity, Competition Policy, Empirical Industrial Organization, Applied Economics"
Alisson Raquel Mendoza Benavides,1279,utm.edu.ec,"Estudiante, Universidad Técnica de Manabí",Ética Profesional
Karen Silva,1279,unach.edu.ec,,Ingenieria en sistemas
MELANIE BRIGETTE ARROYO LOPEZ,1278,espe.edu.ec,,
kelly Vasquez https://orcid.org/0000-0001-5045-9870,1266,unae.edu.ec,UNAE,Investigación
Mónica Gallegos (https://orcid.org/ 0000-0002-8523-6404),1265,utn.edu.ec,Profesor - Universidad Técnica del Norte,"Tecnología educativa, TIC e innovación, E-learning, E-Commerce, Gamificación"
PAZ SANCHEZ CARLOS EMILIO,1264,utb.edu.ec,Universidad Técnica de Babahoyo,Investigación
Rommel Montufar,1257,puce.edu.ec,Pontificia Universidad Católica del Ecuador,"palms, palmas, genética de poblaciones"
Helga Dénes,1256,yachaytech.edu.ec,Yachay Tech University,"astronomy, HI, galaxy evolution"
Johnny Héctor Sánchez Landin,1255,unl.edu.ec,Docente de Informática Educativa,desarrollo
ANTHONY HERRERA DUEÑAS,1253,tsachila.edu.ec,electrotecnia,teorias o practicas
Comentario Internacional,1252,uasb.edu.ec,Universidad Andina Simón Bolívar Sede Ecuador,"Política exterior, regionalismo e integración regional, relaciones económicas internacionales, gobernanza global"
daniel cabrera,1251,uniandes.edu.ec,estudiante,medicina
Omar Malagon,1248,utpl.edu.ec,Universidad Técnica Particular de Loja,"Química de productos naturales, teología"
JOHANNA STEFANY MERO SANCHEZ,1246,unemi.edu.ec,UNIVERSIDAD ESTATAL DE MILAGRRO,
Adrian Bonilla,1245,flacso.edu.ec,Professor,International Relations
Jaime Cepeda,1242,epn.edu.ec,Professor at Escuela Politécnica Nacional,"sistemas de potencia, evaluación de la seguridad, inteligencia artificial, data mining, optimización heurística"
Diego Apolo Buenaño,1238,unae.edu.ec,TEDx speaker | Investigador UNAE-EC | PosDoc UC-VE | Dr. Educación UNLP–AR | Mgs …,Educación | Comunicación | Tecnología
Benjamin Bernard,1232,epn.edu.ec,"Escuela Politécnica Nacional, Ecuador","Volcanology, physical volcanology, field volcanology, volcanic landslides and debris avalanches, volcanic ash"
Eduardo Chavez,1232,espol.edu.ec,Escuela Superior Politecnica del Litoral,"Soils, agriculture, food"
Boris X. Vintimilla Burgos,1231,espol.edu.ec,ESPOL Polytechnic University  -  (Ecuador).,"Computer Vision, Image Processing, Machine Learning"
Henry P. Pinto,1231,yachaytech.edu.ec,"Department of Physics, School of Physical Sciences and Nanotechnology, Yachay Tech …",
ALEXANDRA lÓPEZ,1229,unemi.edu.ec,Estudiante UNEMI,todas
Mónica Karel Huerta (ORCID: 0000-0003-4435-7987),1226,ups.edu.ec,Universidad Politécnica Salesiana,"Internet of things, Precision Agriculture, Telemedicine, Parkinson, e-agriculture"
Bryan G Valencia,1225,ikiam.edu.ec,Researcher,"Paleoecology, Geology, Climate Change, Ecology"
JOSE EDUARDO GONZALEZ ESTRELLA,1225,unl.edu.ec,"PROFESOR DE BIOESTADISTICA, DISEÑO EXPERIMENTAL, METODOLOGÍA DE LA …","PROYECTOS DE INVESTIGACIÓN Y …, ESTADISTICA, DISEÑO EXPERIMENTAL"
William Sacher,1224,uasb.edu.ec,Universidad Andina Simón Bolívar,"political ecology, political economy, extractive industries, ecological economics, resources economics"
Galina Reyna,1224,pg.uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,Educación
Andrea Basantes-Andrade     (https://orcid.org/0000-0003-1045-2126),1219,utn.edu.ec,Universidad Técnica del Norte,"Innovación Educativa, E-learning, Ecosistemas Tecnológicos, Patrimonio"
Boris A Tinoco,1219,uazuay.edu.ec,Universidad del Azuay,
Gerardo Ramos Serpa,1218,uniandes.edu.ec,"Profesor de la Universidad Regional Autónoma de los Andes, Ecuador, y de la Universidad …","Filosofía de la Educación, Formación Humanística y de Valores en la …, Formación y Superación de Profesores"
Rafael Cartay,1218,utm.edu.ec,Profesor de Gastronomía. Universidad Técnica de Manabí,"Gastronomía, Alimentos, Antropología, Estudios Culturales"
Jorge Gómez Rendón,1212,puce.edu.ec,"Facultad de Ciencias Humanas, Pontificia Universidad Católica del Ecuador","sociolingüística, antropología, contacto lingüístico, interculturalidad, análisis del discurso"
Alexander Aguila Téllez (ORCID: 0000-0001-7749-5644),1209,ups.edu.ec,Professor of Electrical Engineering - Universidad Politécnica Salesiana Ecuador - GIREI,"Power Systems Optimization, Reliability, Reactive Power Compensation, Energy Efficiency"
Davinia Sánchez Macías,1207,unach.edu.ec,"Docente Investigadora, Universidad Nacional de Chimborazo","goat, milk, meat, cheese, guinea pig"
Sang Guun Yoo (Profe Sang),1206,epn.edu.ec,Escuela Politécnica Nacional,"Cybersecurity, Information Security, IoT, Smart Cities"
Harry Vite Cevallos,1204,unemi.edu.ec,Docente Universitario,"Estadística Multivariante, Pro Poor Tourism, Desarrollo sostenible, Gestión pública"
Aída Margarita Izquierdo Morán,1203,uteq.edu.ec,DOCTORA EN EDUCACIÓN,"Ciencias de Administracion, Ciencias de la Educación, Ciencias Pegagógicas, Ciencias de Marketing"
Andreas Fries,1200,utpl.edu.ec,"Principal Professor, Universidad Tecnica Particular de Loja","Climatologia, Erosion de Suelos, Vegetation"
