Nombre,Citas,Correo,Afiliación,Temas de Interés
ROSA MARIA CHICAIZA CHICAIZA,12,uteq.edu.ec,ENGLISH TEACHER,EDUCACIÓN
Juan Horacio Alcivar Hidrovo,12,utm.edu.ec,"Profesor de Entomología, Universidad Técnica de Manabí","Entomología, Acarología, Control biológico, Manejo integrado de plagas"
Paulo Telenchana,12,uta.edu.ec,Docente de Medicina,SALUD
Ing. Linda Aguilar Moncayo,12,espoch.edu.ec,Escuela Superior Politécnica de Chimborazo,"Tecnologías de la Información, redes, telecomunicaciones, gerencia"
Jhandry Medina,12,est.ucacue.edu.ec,Universidad Católica de Cuenca,relatividad general
Karla Vargas,12,unemi.edu.ec,estudiante universitaria,general
Ana Adela López Neira,12,ups.edu.ec,Secretaria Universidad Politécnica Salesiana,"Administración, dirección de proyectos"
Angela Pacheco Flores De Valgaz (ORCID: 0000-0002-7417-7218),12,ups.edu.ec,"Docente-Investigadora, Universidad Politécnica Salesiana","Biorremediación, Biociencias Aplicadas, Biodescubrimiento"
Tatiana Chan,12,ug.edu.ec,"Profesor de Negocios Internacionales, Universidad de Guayaquil","Negocios Internacionales, Calidad, Emprendimiento"
NATHALY PICO CORONEL,12,sangregorio.edu.ec,Docente Endodoncia Universidad San Gregorio de Portoviejo,
Álvaro A. Pérez-Meza,12,usfq.edu.ec,Universidad San Francisco de Quito,
Wilman Xavier Ramirez Rodríguez,12,utelvt.edu.ec,"Docente-Investigador, Universidad Técnica ""Luis Vargas Torres"" de Esmeraldas","Psicología clínica, Psicología Social, Neuropsicología, Psicodidáctica, Sociedad del Conocimento"
Erika Vanessa Llerena Vicuña,12,est.ucacue.edu.ec,Médica,
Cristian Andrés Gualán Cartuche,12,est.ucacue.edu.ec,Médico,Medicina y Salud
Nancy González Jaramillo,12,utpl.edu.ec,Universidad Técnica Particular de Loja,Fitoquímica
Oscar Fabian Toasa Diaz,12,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,"Matemáticas, Informática"
Adrián Hernández,12,espol.edu.ec,"Estudiante Doctorado, Universidad Autónoma de San Luis Potosí",Plant-microorganism interaction
Carmen E. Palacios Limones (Orcid: 0000-0003-2591-6974),12,ups.edu.ec,"Docente Ingeniería Ambiental, Universidad Politécnica Salesiana","Gestión Ambiental, Contaminación ambiental, Calidad de agua"
ESTEBAN JAVIER MORA TOLA,12,uazuay.edu.ec,Universidad del Azuay,"Robótica Médica, Biomecánica, Visión por Computador"
Jorge Alejandro Oliveros-Rivero,12,cu.ucsg.edu.ec,Cirujano Pediatra,"Cirugía pediátrica, investigación medica"
CORONEL ROSERO CLAUDIO XAVIER,12,ucuenca.edu.ec,"Educación Física, Didáctica de la Educación Física, Universidad de Cuenca","Educación Física, Entrenamiento Deportivo, Fútbol"
CARMEN ALICIA LLERENA CRUZ,12,uta.edu.ec,Docente Universidad Técnica de Ambato,"Salud, ciencia"
Frank Porras (ORCID:0000-0002-3616-3819),12,espol.edu.ec,Escuela Superior Politécnica del Litoral (ROR 04qenc566). Ecuador,"energy efficiency, energy policy and regulation, buildings and appliances"
Alonso Cartuche,12,unl.edu.ec,"Docente investigador, Universidad Nacional de Loja, Carrera de Ingeniería Ambiental","Ecología microbiana, biodiversidad, ecosistemas acuáticos, fitoplancton, servicios ecosistémico"
Erika Lisbeth Castillo Quimis,12,pucesd.edu.ec,Pontificia Universidad Católica del Ecuador,"Arquitectura, Urbanismo, construcción y ciudad"
José Ignacio Díaz Pilpe (ORCID:0000-0002-4245-9632),12,espol.edu.ec,"Técnico-Docente, Escuela Superior Politécnica del Litoral (ROR 04qenc566). Ecuador","Design, Design for Remanufacturing, Remanufacturing, CAD-CAM"
Ligia Lisseth Resabala Chavez,12,unesum.edu.ec,Universidad Estatal del Sur de Manabí,"Educación, pedagogía, filosofía, didáctica"
Coralía Zambrano Macías,12,unesum.edu.ec,Docente Universidad Estatal del Sur de Manabí,SALUD
Katherine Esparza-Echeverría (https://orcid.org/0000-0002-6622-8118),12,utn.edu.ec,DOCENTE UNIVERSIDAD TÉCNICA DEL NORTE,FISIOTERAPIA
Yánez Luis,12,estudiantes.uhemisferios.edu.ec,Alumno. Universidad de los Hemisferios,"ambiente, recursos hídricos, cambio climático, minería"
Angela Noemi Sanchez Cedeno,12,utm.edu.ec,Instituto de Admisión y Nivelación-Universidad Técnica de Manabí,Ciencias sociales - Trabajo Social- Educación …
Olmedo Daniel Farfan Casanova,12,utm.edu.ec,Docente Universidad Técnica de Manabí,Psicología
Maria Jose Moscoso Ramirez,12,uazuay.edu.ec,Universidad del Azuay,"Talento Humano, Competencias, Desarrollo Organizacional"
Maritza Elizabeth Velez Velez,12,utm.edu.ec,Universidad Técnica de Manabí,"Educación Superior, Pedagogía, Psicopedagogía, Psicología"
Ronald Albarado,12,est.ups.edu.ec,Ing. Automotriz,Ingenieria
ANA LUCIA ZEAS PUGA,12,ucuenca.edu.ec,Profesora de Fisioterapia,"Terapia manual, Rehabilitación del Suelo Pélvico"
Sandy De la A Muñoz,12,upse.edu.ec,Profesor de Contabilidad,"Contabilidad, Finanzas, Auditoría, Tributación"
Madelen Erreyes,12,ug.edu.ec,Contabilidad y Auditoría,contabilidad
Marco Vinicio Acosta Jácome,12,uleam.edu.ec,"Profesor de Agropecuaria, Universidad Laica Eloy Alfaro de Manabí",Veterinaria
SONIA JACQUELINE TIGUA MOREIRA,12,unemi.edu.ec,"Coordinadora de rectorado, Universidad Estatal de Milagro","Contabilidad, Auditoría, Estadística"
Alex Gregorio Mendoza Arteaga,12,utm.edu.ec,Universidad Técnica de Manabí,
Fabricio Crespo,12,yachaytech.edu.ec,Bacherlor's at Yachay Tech University,"Artificial Intelligence, Computer Vision, Deep Learning"
Martin Ramirez Marquez(https://orcid.org/0000-0002-2559-0372),12,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Matemáticas, Física, mecánica"
Fabricio Javier Vasquez Obando,12,utm.edu.ec,Universidad Técnica de Manabí,"Economía, Administración de Empresas"
Johanna Melissa Aguayo-Joza,12,utm.edu.ec,"Docente Principal, Universidad Técnica de Manabí","Tributación, Contabilidad, Costos"
SOLEDAD DE LA TORRE,12,uotavalo.edu.ec,Universidad de Otavalo,Adminsitración
Silvia Magdalena Garcia Mera,12,utm.edu.ec,DOCENTE UNIVERSIDAD TÈCNICA DE MANABÌ,PATRIMONIO-URBANISMO-TRABAJO …
Cristina Kuon Yeng,12,uees.edu.ec,Medic,medical sciences
Hugo Alfonso Solis Bravo,12,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,"marketing, mercadotecnia, branding, administración, ia"
Xiomara Zambrano Navarrete,12,utc.edu.ec,Docente Universidad Técnica de Cotopaxi,"Hidrología, hidráulica."
ARGIMIRO VELAZQUEZ GONZALEZ,12,unemi.edu.ec,Docente Universidad Estatal de Milagros UNEMI,Deportes de Combate
Pedro Espinoza,12,utmachala.edu.ec,"profesor de parasitología y semiología médica, Universidad Técnica de Machala",Enfermedades infecciosas
Paola Cristina Vallejo Choez (ORCID: 0000-0002-0773-6155),12,ups.edu.ec,Universidad Politécnica Salesiana,"Ordenamiento Territorial, Urbanismo, Patrimonio, Arquitectura, Movilidad Urbana"
Hector Calvopiña,12,espe.edu.ec,"Assistant Professor, Universidad de las Fuerzas Armadas ESPE","Numerical simulation, energy and thermofluids"
DARWIN JAVIER ZAMORA MAYORGA,12,uteq.edu.ec,"Profesor de Administración, Universidad Técnica Estatal de Quevedo",Educación comercial y administración
JULIO FRANCISCO ACOSTA NUÑEZ,12,espe.edu.ec,Universidad de las Fuerzas Armadass - ESPE,"Automática, Robótica y sistemas embebidos"
Juan Pablo Martínez Figueroa (https://orcid.org/0000-0002-1624-446X),12,ups.edu.ec,Docente. Universidad Politécnica Salesiana,business administration
Roy Santana (ORCID: 0000-0001-6083-5331),12,ups.edu.ec,Professor of electrical engineering at the Salesian Polytechnic University,Electrical engineering in power systems
María Gabriela Moyano Jácome,12,espoch.edu.ec,"Profesora de Física, Escuela Superior Politécnica de Chimborazo","tics, física, matemáticas, telecomunicaciones, redes"
Lexandra Tatiana Macías Ugalde,12,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,"Administración de Empresas, Contabilidad, Gestión"
Daniele Covri Rivera,12,iaen.edu.ec,"Profesor de Estadística, Econometría y Forecasting, Instituto de Altos Estudios Nacionales …","DSGE Modeling, Time Series Econometrics"
GERMANIA ELIZABETH YUGCHA ANDINO,12,ug.edu.ec,Docente Universidad de Guayaquil,Materno Infantil - Bioetica-
ÁNGEL VILLARREAL COBEÑA,12,tsachila.edu.ec,Instituto Superior Tecnológico Tsa'chila,Informatica
Leydi Rosalia Arellano Cabezas,12,ueb.edu.ec,Estudiante de la UEB,Educación e Investigación Educativa
Kevin Avila,12,uce.edu.ec,UNIVERSIDAD CENTRAL DEL ECUADOR,Química y Biología
Karla Lissette Gruezo Montesdeoca,12,sangregorio.edu.ec,"Profesora, Universidad San Gregorio de Portoviejo","Bioética, Odontología"
Carlos Andrés Bravo Erazo,12,utc.edu.ec,Universidad Técnica de Cotopaxi,"Educación, Evaluación, Asegurameinto de la Calidad, Pedagogía, Aprendizaje"
Mario Geovanny Gualsaqui Gomez,12,yachaytech.edu.ec,"Biomedical student, Mario Gualsaqui","Biomedical, Material, Biomechanics, Machine Learning, Rehabilitation"
RAMIRO AUGUSTO RIOS PAREDES,12,espe.edu.ec,"Profesor de Departamento de Eléctrica y Electrónica, Universidad de las Fuerzas Armadas …","Inteligencia Artificial Aplicada, Simulación basada en Agentes"
SONIA DEL PILAR ROMAN MEDINA,12,espe.edu.ec,UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE,EDUCACIÓN - PSICOLOGÍA
SONIA NATALY ROLDAN QUIJIJE,12,unemi.edu.ec,Docente en Trabajo Social en la Universidad Estatal de Milagro / Trabajadora Social del …,"Social, Intervención en territorio, Educación"
ELEANA INES JEREZ VILLOTA,12,espe.edu.ec,,
Gonzalo Alexander Alarcón Moyano,12,espoch.edu.ec,"Profesor de la Facultad de Ingeniería, Escuela Superior Politécnica de Chimborazo","Ergonomía, Dirección de Operaciones, Matemáticas, Calidad, Seguridad Industrial"
ANNY YARLY MALTE AREVALO,12,pucesi.edu.ec,,la  creatividad
Vanessa Teresa Santos Moreira,12,unesum.edu.ec,UNESUM,Patrimonio cultural
Gioconda Coello,12,uartes.edu.ec,Universidad de las Artes/University of Wisconsin-Madison,education
Ashley Carolina Cuzco Macias,12,ute.edu.ec,Médica,"Investigación, Epidemiología"
TATIANA VALERIA MENESES MALDONADO,12,ucuenca.edu.ec,medico sexologo,
José Luis Ayala,12,puce.edu.ec,Pontificia Universidad Católica del Ecuador,"pediatrics, small group learning"
XIOMARA YANINA ZAVALA FRANCO,12,unemi.edu.ec,Estudiante en docencia de educación básica,Temas de pedagogía
EVELYN JIRLEY RIVAS LOOR,12,unemi.edu.ec,UNIVERSIDAD ESTATAL DE MILAGRO,
SHIRLEY JADIRA ROMERO MEDINA,12,unemi.edu.ec,ESTUDIANTE UNEMI,EDUCACIÓN  BÁSICA
ANGELO ALEXANDER CALDERON RENTERIA,12,unemi.edu.ec,,
Lourdes Rufina Parra Trelles,12,aitec.edu.ec,Instituto Superior Tecnologico Almirante Illingworth,"contabilidad, administración, presupuesto"
Mariuxi Del Carmen Toapanta Bernabé,12,ug.edu.ec,Universidad de Guayaquil,PLN
Daniel Leonidas Cárdenas Jaramillo (ORCID: 0009-0004-2009-6297),12,ups.edu.ec,Universidad Politécnica Salesiana,"transito, vías, movilidad, transporte"
Ligia  Angélica Mejía Pazmiño,12,uea.edu.ec,UNIVERSIDAD ESTATAL AMAZÓNICA,Ciencias de la comunicación y periodismo
ROBERTO AGUILAR BERREZUETA,12,uniandes.edu.ec,UNIVERSIDAD REGIONAL AUTONOMA DE LOS ANDES,Salud Mental
María Lorena Sánchez Padilla,12,ug.edu.ec,UNIVERSIDAD DE GUAYAQUIL,"urbanismo, paisaje, espacio público"
Juliana Criollo-Feijoo,12,utmachala.edu.ec,"Profesora, Universidad Técnica de Machala","alimentos, microbiología, polímeros"
Ana Belén Sánchez Santana,12,espam.edu.ec,"Escuela Superior Politécnica Agropecuaria de Manabí ""Manuel Félix López""","Veterinaria, Zootecnia, Laboratorio Clínico, Biotecnología"
Rodrigo Silva Tapia,11,espe.edu.ec,Universidad de las Fuerzas Armadas - ESPE,"Computer Vision, Telecomunicaciones"
Miguel Alejandro Pulla Piedra,11,ups.edu.ec,professor of accounting-Universidad Politecnica Salesiana Ecuador-Accounting,"IFRS, financial analysis"
Jorge Fernando Barrera Salgado,11,ups.edu.ec,Professor of Finance - Universidad Politécnica Salesiana Ecuador - Accounting,"corporate finance, economic engineering, IFRS"
Jose Ignacio Ulloa Cuzco,11,ups.edu.ec,professor of solid waste. Universidad Politecnica Salesiana. Ecuador,"environmental engineering, management and solid waste treatment, environmental chemistry. industrial waste.."
Manuel Enrique Muñoz Mainato,11,ups.edu.ec,"Doctor of Philosophy,  PhD.",Educational Anthropology
Roque Eudaldo Rivas Zambrano,11,uce.edu.ec,Docente,Facultad de Comunicación Social
Juan Carlos  Cevallos Hoppe,11,uleam.edu.ec,"Profesor de Matemática Financiera. Universidad Laica ""Eloy Alfaro"" de Manabí","Finanzas, Educación y Matemática"
Jorge Antonio Magallanes Borbor (ORCID: 0000-0002-0990-3172),11,espol.edu.ec,Escuela Superior Politécnica del Litoral (ROR 04qenc566),"data engineering, machine learning, artificial vision, operating systems"
Luis Xavier Solis Sotomayor,11,ups.edu.ec,Professor of Philosophy - Universidad Politécnica Salesiana Ecuador    ana,Philosophy. Education. ICT
Johanna Berenice Arguero Tello (ORCID: 0000-0003-3054-6883),11,ups.edu.ec,Grupo GIETEC -Universidad Politécnica Salesiana Quito-Ecuador,"ML, Machine Learning, PON, Optical Access Network, Optical Communication"
María Azucena Bastidas Castro (ORCID: 0000-0002-2670-1572),11,ups.edu.ec,Docente de Educación Inicial  - Universidad Politécnica Salesiana - Educación Intercultural,"children education, literature, intercultural education"
Luis Augusto Caceres Carrasco,11,uce.edu.ec,Universidad Central del Ecuador,"Teatro, expresión corporal, semiótica, mimo"
Paola Maribel Guamán Peña,11,est.ups.edu.ec,Estudiante - Universidad Politécnica Salesiana Ecuador,
Paulina Cadena Vinueza,11,puce.edu.ec,"Profesora de Administración, Pontificia Universidad Católica del Ecuador",Administración
Juan Luis Casierra Cavada,11,pucese.edu.ec,"Pontificia Universidad Católica del Ecuador Sede Esmeraldas, Universidade de Vigo","Redes de Comunicaciones, Informática"
Fredy R. Grefa,11,usfq.edu.ec,"Profesor, Universidad San Francisco de Quito","Geography, Planning, Indigenous Peoples, Ecosystem Services, Property"
Sarmiento-Criollo Patricio (orcid:0000-0002-2737-3283),11,ucacue.edu.ec,Profesor Odontología Restauradora Universidad Católica de Cuenca,"Biomateriales Odontológicos, restauración dental, cosmética dental"
Leila Zambrano-Zavala,11,uagraria.edu.ec,Universidad Agraria del Ecuador,"Oceanografía, Resiliencia, Riesgos y Desastres, Conservación, Cambio Climático"
Nelson Herrera-Herrera,11,instti.edu.ec,Instituto Superior Tecnológico de Tecnilogías Inteligentes INSTTI,"Smart Cities, Big Data, Transformación Digital"
Alejandra Bueno,11,uartes.edu.ec,"European University of Gasteiz, EUNEIZ.","arte, tecnología, género, comunicación, video"
Rafael Melgarejo Heredia,11,puce.edu.ec,"Professor of Informatics, Pontificia Universidad Catolica del Ecuador",WebScience
Sandra Ramon,11,utpl.edu.ec,"Docente de Administración, UTPL","Emprendimiento, economia creativa, innovación, pymes."
María José Ortiz Zurita,11,unemi.edu.ec,Universidad Estatal de Milagro,"Tourism, Tourism Management, Tourism Marketing, Hospitality, Tourism product"
EVELIN DEL CISNE ARTEAGA ARCENTALES,11,unemi.edu.ec,Universidad Estatal de Milagro,"Administración, Marketing, Ventas, Investigación de Mercado"
manuela carmona bedoya,11,flacso.edu.ec,"Escuela Superior de Administración Pública, Universidad de Caldas","derecho, políticas públicas, administración pública"
Carlos Vega-Oyola,11,utmachala.edu.ec,Universidad Técnica de Machala,"Informática, Ingeniería del Software"
Kevin Andres Ortiz Merchan,11,espol.edu.ec,Ingeniero graduado de la  Escuela Superior Politécnica del Litoral,"Software Engineering, Social Network Analysis, Machine Learning"
Ivan Leonel Acosta-Guzman,11,ug.edu.ec,Universidad de Guayaquil,"Diseño de Sistemas, Desarrollo de Sistemas, Metodologías Ágiles, Cibernética, Tableros de Mando"
Diana Teran-Molina,11,unemi.edu.ec,Universidad Estatal de Milagro,"Sustainability, International Relations, Entrepreneurship, Fair Trade"
HUGO EFRAIN HIDALGO HIDALGO,11,unemi.edu.ec,"Docente de Marketing, Universidad Estatal de Milagro","Atención al cliente, Estrategia de Marketing, Coaching"
ADRIAN EUGENIO NAUTA NAUTA 0000-0002-3965-8147,11,ups.edu.ec,Docente Universidad Politécnica Salesiana,"Gestión Tecnológica, Seguridad e Higiene Industrial, Simulación en Ingeniería, Dirección de"
JORGE LUIS PAUCAR SAMANIEGO ORCID 0000-0002-1704-8583,11,espoch.edu.ec,ESPOCH,"Sensores, Control de Procesos Industriales, Inteligencia Artificial, Visión Artificial."
Cecibel Chamba-Maza,11,utpl.edu.ec,www.utpl.edu.ec,"Comunicación, tecnologías, investigación, cultura digital"
Accel Guaman,11,espe.edu.ec,"Ingeniero de software, Universidad Iberoamericana del Ecuador","software, desarrollo web, multimedia, desarrollo móvil"
Xavier Yánez Flores,11,ug.edu.ec,Docente Universitario,
Juan Sebastian Maldonado Noboa,11,ucacue.edu.ec,"Docente de Diseno Sismoresistente, Hormigon, Resistencia de Materiales, Analisis Matricial …","Ingenieria Estructural, Sismica"
Patricia Salvador Sarauz,11,uti.edu.ec,Universidad Indoamérica,"Artes y humanidades, Ciencias Sociales"
Lic. Gabriel E. Ayala Bolaños MSc.,11,ug.edu.ec,"Lider de Cultura Organizacional, Universidad de Guayaquil","Tic, Emprendimiento, Marketing, Comunity Manager, Edición de Video."
Marcelo Wladimir León Gudiño,11,utn.edu.ec,Universidad Técnica del Norte,"Seguridad de Redes Informárticas, Telecomunicaciones, Redes de Comunicación, Electrónica."
Mario Vilcacundo,11,uta.edu.ec,Profesor Universidad Técnica de Ambato,Microbiología
Emilio Salao-Sterckx,11,puce.edu.ec,Investigador en psicología clínica de Pontificia Universidad Católica del Ecuador,"Psicología comunitaria, cultura digital, antropología visual, antropología urbana, violencia"
Ana Lucia Tulcán,11,uisrael.edu.ec,Universidad Tecnológica Israel,"Contabilidad, Auditoria, Administración, Proyectos, Emprendimientos"
Esteban Díaz,11,epn.edu.ec,"Estudiante de la Facultad de Ingeniería de Sistemas, Escuela Politécnica Nacional","Calidad de software, Interacción Humano Computador, Autismo"
Daniel A. Kuri,11,uees.edu.ec,Universidad de Especialidades Espíritu Santo,"Derecho Penal, Criminología"
Miguel Angel Cando,11,psg.ucacue.edu.ec,MAGISTER EN ENERGIAS RENOVABLES,Ingeniería Ambiental
Amparo Álvarez-Montalvo,11,utc.edu.ec,Profesor de Administración de Empresas,"Administración, Ciencias Organizacionales"
Xavier-Andres Barnuevo Solis,11,unl.edu.ec,Universidad Nacional de Loja,"Artes, arte público, arte contemporaneo, cultura, arte y educación"
JAIME CAJAS,11,utc.edu.ec,"Docente, Universidad Técnica de Cotopaxi",Sistemas de Información
Bryan Patricio Moreno-Gudiño,11,pucesi.edu.ec,Comunicador social e investigador,"Comunicación digital, comunicación transmedia, marketing digital, educomunicación, ciberperiodismo"
Adolfo Rafael Sotelo Proaño,11,utm.edu.ec,Investigador,Agronomía
Richard Valenzuela-Mendieta,11,uees.edu.ec,Universidad Espiritu Santo,"psychology, medicine, health, security, RRHH"
Manuel Alejandro Barcia Moreira,11,pucem.edu.ec,Docente Carrera de Arquitectura en la Pontificia Universidad Católica del Ecuador Sede …,"Arquitectura, Patrimonio Cultural, Gestión"
Cristian Santiana,11,espoch.edu.ec,"Profesor de Control de Procesos, Escuela Superior Politécnica de Chimborazo","Automatización Industrial, Agroindustrias, Control de Procesos, Modelamiento"
Jorge M. Néjer G.,11,espoch.edu.ec,Escuela Superior Politécnica de Chimborazo,"Energía, Electrónica, Ciberseguridad, Computación"
Luis (Daniel) Andagoya Alba,11,ister.edu.ec,Tecnológico Universitario Rumiñahui (ISU-ISTER),"Renewable Energy, Electrical Power Systems, Electrical Distribution Systems, Renewable Energy Integration"
Delia Paillacho Solano,11,uce.edu.ec,Docente Universidad Central del Ecuador. Carrera de Enfermeria,Enfermería
Carlos Eduardo Jumbo Parrales,11,utmachala.edu.ec,Universidad Técnica de Machala,"Ingeniería de Sistemas, Ingeniería de Software, Informática, Software"
Andres Saravia,11,est.ups.edu.ec,ESTUDIANTE,programación
Juan Mantilla-Brito,11,udla.edu.ec,Universidad de las Américas,"Robotics, Artificial Intelligence, Machine Learning"
Alexander Quelal-Tanicuchi,11,utn.edu.ec,Universidad Técnica del Norte,Educación
María Cristina Peralta Peñaloza,11,ucuenca.edu.ec,Universidad de Cuenca,"Planificación, Urbanismo, Arquitectura"
Washington Rolando Villavicencio Santillan,11,ulvr.edu.ec,"Vicerrector Académico de Investigación, Grado y Posgrado de la ULVR. Profesor Ciencias …","Educación, Comunicación  y Marketing Polìtico, Sociología, Economía, Geopolítica."
Andrea Paola  Chuquín Cadena,11,utn.edu.ec,Universidad Técnica del Norte,"Publicidad, diseño, educación artistica"
Pablo Andrés Lema Sarmiento,11,ups.edu.ec,"Investigador, Universidad Politécnica Salesiana",Ciencia de Datos
Marlon Paul Serrano Valdiviezo,11,uleam.edu.ec,Profesor Universidad Laica Eloy Alfaro de Manabí - Ecuador,"Tecnología, socio-economía, proyectos, auditoria, microemprendimientos"
"Argandoña Moreira, José Gilberto",11,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres,"AUDITORÍAS DE TI, HACKEO ÉTICO, SEGURIDAD Y AUDITORÍAS, IA"
MANUEL ANTONIO BASURTO VELEZ,11,pucem.edu.ec,Docente de Matemática,"Ciencias, tecnología, educación, neurociencia, innovación"
Byron Alexis Rocha Haro,11,upse.edu.ec,"Docente Investigador, asignaturas: Fundamentos de Programación, Programación …","programación, arduino, python, c-c++, bases de datos"
Andrés Rodriguez Mera,11,flacso.edu.ec,Candidato doctoral PhD (c) en Ciencia Política Flacso Ecuador,"Teoría social, problemas públicos, acción colectiva, conflicto político, regímenes de regulación."
Denisse Almeida,11,udla.edu.ec,"estudiente de medicina ,unidesidad de las americas",
Javier Soto Valenzuela,11,upse.edu.ec,"Docente Biotecnología, Universidad Estatal Península de Santa Elena",Bacterias promotoras de crecimiento vegetal
Ivan David Endara Velez,11,fiec.espol.edu.ec,Lecturer at ESPOL,"sistemas de potencia, electricidad, energía renovable"
Xavier Esteban Ortega Vásquez,11,uazuay.edu.ec,Profesor de Marketing y Estrategia,"marketing, estrategia, emprendimiento"
Domenica Cárdenas López,11,uce.edu.ec,"Estudiante, Universidad Central del Ecuador","Desarrollo económico, Econometría, teoría monetaria, microeconomía"
Octavio Edelberto Guijarro Rubio,11,itsfo.edu.ec,Docente Investigador,"Automatización Industrial, Vehículos Aéreos No Tripulados, Sistemas embebidos"
RAMIREZ CASTRO ADOLFO EMILIO,11,utb.edu.ec,Profesor de Mecanización Agrícola de la Universidad Técnica de Babahoyo. Ecuador,"Mecanización Agrícola, Agricultura"
MARGARITA EGAS -CUERAN,11,unemi.edu.ec,,
alex jamett,11,espol.edu.ec,Técnico docente de Física,"Nanotecnología, biomateriales"
OD.ESP. FELIPE RAFAEL CALLE JARA,11,ucacue.edu.ec,DOCENTE TITULAR DE LA UNIVERSIDAD CATÓLICA DE CUENCA,ODONTOLOGÍA - IMPLANTOLOGÍA
Elias Portilla Olvera,11,uteq.edu.ec,Universidad Técnica Estatal de Quevedo,"Recommender Systems, Deep learning, Machine Learning, Web Mining"
Diana Gonzalez Maldonado,11,ucacue.edu.ec,Profesor Universidada Catolica de Cuenca,"Administracion de empresas, gestion empresarial, derecho de empresas"
Daniel Cando,11,epn.edu.ec,Tesista en ingeniera ambiental,Tratamiento de agua
Daniel Farez,11,unae.edu.ec,Universidad Nacional de Educación,Educación
CARMITA MARCELA CARRILLO VARGAS,11,espe.edu.ec,"Profesora de Inglés, Universidad de las Fuerzas Armadas ESPE Sede Latacunga",inglés
MARGOTH ELISA GUARACA MOYOTA,11,espe.edu.ec,"Profesora de Programación, Universidad de las Fuerzas Armadas  ESPE","Seguridad Informática, Machine Learning, Ciencia de Datos, Desarrollo de Software"
Freddy Veloz de la Torre,11,espol.edu.ec,Escuela Superior Politécnica del Litoral,"Educación, Tecnología, Informática, Diseño"
FERNANDO HURTADO,11,espe.edu.ec,Profesor Universidad de las Fuerzas Armadas ESPE,Botánica
Victor Jorge Garcia Gallirgos,11,uteq.edu.ec,Investigación,Agricola - Biotecnologia - Nutricion Vegetal …
Jose Miguel Erazo Ayon,11,cu.ucsg.edu.ec,Universidad Católica de Santiago de Guayaquil,"Computación, software, redes sociales, sistemas computacionales"
Milton GUAMAN GUANOPATIN,11,uce.edu.ec,Universidad Central el Ecuador,"matematicas, computacion, gestion"
ADRIAN ALEXANDER ORDOÑEZ MORENO,11,unemi.edu.ec,Universidad Estatal De Milagro,Ingenieria
ELIZABETH PINGUIL Y.,11,est.ucacue.edu.ec,,Salud
Kevin  Valencia,11,indoamerica.edu.ec,Universidad Tecnológica Indoamérica,"GIS, Soil science, Social science, Conservation biology"
Aracelly Portero,11,uta.edu.ec,"Docente Carrera de Derecho, Universidad Técnica de Ambato","Derecho, Administración, Política, Educación, Ciencias Sociales"
Elba Lucio,11,ug.edu.ec,Docente de la Universidad de Guayaquil,Educación
Eddy Stalin Alvarado Pacheco,11,ueb.edu.ec,,
Daniel Pacheco,11,uide.edu.ec,Pontificia Universidad Católica del Ecuador,"Gestión Ambiental, Estudios Socioambientales, Gestión Integrada del Agua, Sostenibilidad, Conservación"
Gina  Cedeño Zambrano,11,utb.edu.ec,Universidad Técnica de Babahoyo, …
MARLON FERNANDO MONGE FREILE,11,uteq.edu.ec,Universidad Técnica Estatal de Quevedo,"Riego, hidráulica, Hidrología"
Ma. Gabriela Zúñiga Rodríguez,11,unach.edu.ec,Docente Área Hidráulica Sanitaria - UNACH,"ingeniería civil, hidráulica"
Angel Eduardo Calderon Pico,11,utm.edu.ec,Maestrante de Biomedicina de la Universidad Técnica de Manabí,"Inmunología, Bioquímica, Virología."
"Arce Minda, Patricio Marcelo",11,utelvt.edu.ec,Universidad Técnica “Luis Vargas Torres” de Esmeraldas. Ecuador,"Contabilidad, Auditoría, Finanzas, Informática, Computación"
Carlos Oswaldo Peña Guaman,11,ueb.edu.ec,Profesor Universidad Estatal de Bolívar,"Ambiente, Etnobotánica, Ornitología"
Leidy Realpe Cancio,11,utelvt.edu.ec,Docente de la Carrera de Pedagogía de la Actividad Física y Deporte,"Investigación educativa, Diagnostico, fundamentos básicos, formación investigativa, metodología enseñanza aprendizaje."
Elsa Cecilia Quinonez Ortiz,11,utelvt.edu.ec,Docente de la Carrera de Pedagogía de la Lengua y la Literatura,"Lengua, Literatura, Pedagogía, Didáctica, Culturas Ancestrales"
Nestor Vicente-Mendoza-Ledesma (https://orcid.org/0000-0002-7692-0685),11,utm.edu.ec,Maestrante de Gestión de Talento Humano,"Talento Humano, Gestión de Desempeño Laboral"
Edison Manuel Pozo Calderon (ORCID: 0000-0002-0909-693X),11,ups.edu.ec,Profesor de Derecho,"Law, Digital, International, Education, Constitucional"
Angel Geovanny Arias Camacho,11,istb.edu.ec,"Profesor, Istb, Unir","Diseño Gráfico, Educación, Informática"
GABRIELA ALEXANDRA SANCHEZ LEON,11,ucuenca.edu.ec,Universidad de Cuenca,Relatividad general
